========================================
       DATABASE CONTENTS SUMMARY
========================================

[ADMINS] Total: 2
 - ID: 1 | User: admin
 - ID: 2 | User: keerthi

[DRIVERS] Total: 1000
 - First 5 drivers:
   * D001: John Doe
   * D002: Alice Smith
   * D003: Bob Johnson
   * D004: Charlie Brown
   * D005: David Wilson

[DRIVER DATA] Total Data Points: 2174
Time       | DriverID   | Speed    | Accel  | Brake  | Risk  | Pred      
19:31:12   | 423        | 48.1     | 2.5    | 2.4    | 13.0  | SAFE      
19:31:12   | 369        | 66.5     | 3.1    | 3.1    | 32.0  | MODERATE  
19:31:12   | 280        | 91.6     | 6.6    | 6.2    | 99.0  | AGGRESSIVE
19:31:12   | 263        | 41.0     | 1.0    | 1.1    | 16.0  | SAFE      
19:31:12   | 244        | 50.7     | 2.6    | 2.5    | 6.0   | SAFE      
19:31:12   | 240        | 73.0     | 5.6    | 5.1    | 46.0  | MODERATE  
19:31:12   | 190        | 76.7     | 4.7    | 4.9    | 37.0  | MODERATE  
19:31:12   | 188        | 47.3     | 3.0    | 1.4    | 1.0   | SAFE      
19:31:12   | 184        | 81.6     | 7.4    | 8.9    | 91.0  | AGGRESSIVE
19:31:12   | 166        | 68.1     | 4.4    | 4.4    | 53.0  | MODERATE  
19:31:12   | 145        | 46.7     | 2.2    | 1.0    | 2.0   | SAFE      
19:31:11   | 123        | 53.3     | 1.2    | 2.3    | 10.0  | SAFE      
19:31:11   | 45         | 53.5     | 1.7    | 2.7    | 30.0  | SAFE      
19:31:11   | 40         | 59.0     | 1.3    | 2.2    | 1.0   | SAFE      
19:30:13   | 998        | 63.6     | 3.1    | 5.8    | 33.0  | MODERATE  
19:30:13   | 961        | 42.9     | 2.6    | 2.3    | 2.0   | SAFE      
19:30:13   | 955        | 56.0     | 1.0    | 1.6    | 17.0  | SAFE      
19:30:13   | 908        | 59.4     | 2.1    | 1.4    | 16.0  | SAFE      
19:30:13   | 893        | 58.0     | 2.8    | 2.6    | 14.0  | SAFE      
19:30:13   | 884        | 69.9     | 5.0    | 4.6    | 65.0  | MODERATE  
19:30:13   | 853        | 47.8     | 2.6    | 2.3    | 11.0  | SAFE      
19:30:13   | 799        | 58.7     | 1.5    | 2.0    | 22.0  | SAFE      
19:30:13   | 796        | 61.2     | 5.6    | 5.6    | 46.0  | MODERATE  
19:30:13   | 726        | 51.3     | 2.3    | 1.1    | 22.0  | SAFE      
19:30:13   | 716        | 58.3     | 2.8    | 1.3    | 10.0  | SAFE      
19:30:12   | 682        | 44.9     | 1.4    | 1.5    | 23.0  | SAFE      
19:30:12   | 673        | 56.0     | 1.9    | 2.8    | 24.0  | SAFE      
19:30:12   | 670        | 48.1     | 2.4    | 2.9    | 24.0  | SAFE      
19:30:12   | 600        | 45.3     | 2.2    | 1.8    | 3.0   | SAFE      
19:30:12   | 583        | 52.8     | 2.3    | 1.2    | 7.0   | SAFE      
19:30:12   | 537        | 57.1     | 1.9    | 1.1    | 2.0   | SAFE      
19:30:12   | 527        | 50.8     | 1.1    | 1.6    | 18.0  | SAFE      
19:30:12   | 512        | 59.2     | 2.9    | 2.2    | 30.0  | SAFE      
19:30:12   | 494        | 54.8     | 2.8    | 1.1    | 17.0  | SAFE      
19:30:12   | 491        | 73.8     | 4.5    | 3.5    | 60.0  | MODERATE  
19:30:12   | 452        | 89.1     | 8.3    | 7.2    | 82.0  | AGGRESSIVE
19:30:12   | 443        | 40.6     | 2.5    | 1.1    | 12.0  | SAFE      
19:30:12   | 409        | 54.8     | 2.3    | 2.1    | 25.0  | SAFE      
19:30:12   | 406        | 56.5     | 2.1    | 1.6    | 24.0  | SAFE      
19:30:12   | 386        | 59.3     | 2.9    | 2.8    | 30.0  | SAFE      
19:30:12   | 297        | 58.9     | 2.6    | 1.4    | 19.0  | SAFE      
19:30:12   | 287        | 45.0     | 1.6    | 2.8    | 12.0  | SAFE      
19:30:12   | 207        | 102.6    | 8.9    | 6.2    | 80.0  | AGGRESSIVE
19:30:12   | 201        | 46.2     | 2.5    | 1.9    | 9.0   | SAFE      
19:30:12   | 176        | 59.1     | 2.8    | 2.9    | 5.0   | SAFE      
19:30:11   | 16         | 71.6     | 5.9    | 5.5    | 34.0  | MODERATE  
19:29:13   | 951        | 43.2     | 2.8    | 2.5    | 4.0   | SAFE      
19:29:13   | 920        | 76.8     | 3.6    | 4.6    | 35.0  | MODERATE  
19:29:13   | 896        | 64.9     | 3.6    | 5.9    | 42.0  | MODERATE  
19:29:13   | 881        | 46.1     | 2.6    | 2.3    | 1.0   | SAFE      
19:29:13   | 876        | 48.6     | 1.6    | 1.1    | 19.0  | SAFE      
19:29:13   | 865        | 75.9     | 5.2    | 5.5    | 53.0  | MODERATE  
19:29:13   | 844        | 56.3     | 1.3    | 2.1    | 17.0  | SAFE      
19:29:13   | 730        | 66.5     | 4.4    | 4.6    | 55.0  | MODERATE  
19:29:12   | 677        | 47.8     | 2.9    | 2.4    | 20.0  | SAFE      
19:29:12   | 672        | 54.8     | 2.8    | 1.5    | 11.0  | SAFE      
19:29:12   | 532        | 49.9     | 1.4    | 1.0    | 24.0  | SAFE      
19:29:12   | 473        | 78.5     | 5.9    | 4.3    | 35.0  | MODERATE  
19:29:12   | 390        | 45.6     | 1.8    | 2.3    | 12.0  | SAFE      
19:29:12   | 385        | 41.4     | 1.4    | 2.6    | 3.0   | SAFE      
19:29:12   | 299        | 46.5     | 2.7    | 1.1    | 22.0  | SAFE      
19:29:12   | 288        | 71.9     | 4.8    | 3.1    | 32.0  | MODERATE  
19:29:12   | 228        | 59.5     | 1.4    | 2.0    | 1.0   | SAFE      
19:29:12   | 219        | 63.6     | 4.4    | 3.8    | 52.0  | MODERATE  
19:29:12   | 151        | 57.4     | 2.8    | 2.0    | 3.0   | SAFE      
19:29:11   | 67         | 73.8     | 3.9    | 5.1    | 37.0  | MODERATE  
19:29:11   | 34         | 49.3     | 1.1    | 1.2    | 1.0   | SAFE      
19:29:11   | 33         | 47.7     | 1.4    | 2.0    | 19.0  | SAFE      
19:28:13   | 996        | 58.6     | 1.4    | 2.0    | 2.0   | SAFE      
19:28:13   | 957        | 55.6     | 1.8    | 2.9    | 2.0   | SAFE      
19:28:13   | 952        | 45.8     | 2.0    | 1.3    | 6.0   | SAFE      
19:28:13   | 836        | 45.0     | 2.3    | 1.9    | 15.0  | SAFE      
19:28:13   | 822        | 41.0     | 1.9    | 2.8    | 2.0   | SAFE      
19:28:13   | 788        | 45.8     | 1.2    | 2.9    | 2.0   | SAFE      
19:28:13   | 757        | 40.0     | 2.6    | 2.4    | 22.0  | SAFE      
19:28:12   | 676        | 54.9     | 1.8    | 1.8    | 14.0  | SAFE      
19:28:12   | 671        | 102.9    | 9.5    | 7.9    | 98.0  | AGGRESSIVE
19:28:12   | 634        | 78.0     | 4.1    | 4.7    | 46.0  | MODERATE  
19:28:12   | 631        | 43.4     | 1.1    | 2.3    | 26.0  | SAFE      
19:28:12   | 628        | 69.3     | 4.1    | 3.9    | 55.0  | MODERATE  
19:28:12   | 555        | 58.0     | 1.7    | 2.7    | 9.0   | SAFE      
19:28:12   | 513        | 46.8     | 3.0    | 2.2    | 26.0  | SAFE      
19:28:12   | 478        | 67.6     | 3.3    | 4.4    | 31.0  | MODERATE  
19:28:12   | 407        | 72.8     | 4.6    | 4.0    | 53.0  | MODERATE  
19:28:12   | 387        | 108.3    | 8.6    | 9.3    | 77.0  | AGGRESSIVE
19:28:12   | 377        | 42.0     | 2.7    | 1.8    | 27.0  | SAFE      
19:28:12   | 368        | 56.8     | 2.5    | 1.2    | 24.0  | SAFE      
19:28:12   | 269        | 53.3     | 2.3    | 2.7    | 8.0   | SAFE      
19:28:12   | 226        | 54.5     | 1.0    | 1.5    | 22.0  | SAFE      
19:28:12   | 189        | 46.1     | 2.2    | 2.4    | 30.0  | SAFE      
19:28:12   | 169        | 56.2     | 2.8    | 1.0    | 14.0  | SAFE      
19:28:12   | 167        | 41.6     | 2.2    | 2.1    | 3.0   | SAFE      
19:28:11   | 70         | 46.1     | 1.1    | 2.0    | 23.0  | SAFE      
19:28:11   | 69         | 64.7     | 4.1    | 3.7    | 36.0  | MODERATE  
19:28:11   | 11         | 41.4     | 1.0    | 1.1    | 10.0  | SAFE      
19:27:13   | 928        | 44.2     | 1.9    | 1.9    | 30.0  | SAFE      
19:27:13   | 916        | 58.3     | 1.7    | 1.8    | 3.0   | SAFE      
19:27:13   | 903        | 54.7     | 2.1    | 2.2    | 17.0  | SAFE      
19:27:13   | 900        | 59.7     | 1.4    | 1.0    | 28.0  | SAFE      
19:27:13   | 892        | 45.6     | 2.3    | 1.1    | 2.0   | SAFE      
19:27:13   | 883        | 60.4     | 5.9    | 3.4    | 62.0  | MODERATE  
19:27:13   | 822        | 40.7     | 2.7    | 2.2    | 1.0   | SAFE      
19:27:13   | 816        | 50.4     | 2.1    | 1.7    | 0.0   | SAFE      
19:27:13   | 810        | 41.6     | 2.6    | 2.6    | 30.0  | SAFE      
19:27:13   | 733        | 70.2     | 5.8    | 5.5    | 36.0  | MODERATE  
19:27:13   | 731        | 66.6     | 3.7    | 5.6    | 64.0  | MODERATE  
19:27:12   | 656        | 87.5     | 9.3    | 7.6    | 71.0  | AGGRESSIVE
19:27:12   | 648        | 65.9     | 5.8    | 3.6    | 35.0  | MODERATE  
19:27:12   | 590        | 43.6     | 1.1    | 2.0    | 26.0  | SAFE      
19:27:12   | 447        | 46.1     | 1.8    | 2.8    | 1.0   | SAFE      
19:27:12   | 421        | 40.1     | 1.4    | 1.1    | 12.0  | SAFE      
19:27:12   | 390        | 70.4     | 5.4    | 5.2    | 56.0  | MODERATE  
19:27:12   | 301        | 50.4     | 2.3    | 1.4    | 15.0  | SAFE      
19:27:12   | 284        | 80.0     | 9.2    | 9.4    | 98.0  | AGGRESSIVE
19:27:12   | 268        | 115.0    | 8.3    | 9.6    | 73.0  | AGGRESSIVE
19:27:12   | 237        | 55.4     | 1.3    | 1.7    | 21.0  | SAFE      
19:27:12   | 233        | 57.7     | 2.9    | 2.5    | 17.0  | SAFE      
19:27:12   | 225        | 42.7     | 2.2    | 1.3    | 6.0   | SAFE      
19:27:12   | 210        | 77.5     | 3.4    | 3.9    | 45.0  | MODERATE  
19:27:12   | 176        | 47.7     | 2.9    | 2.1    | 5.0   | SAFE      
19:27:12   | 155        | 49.1     | 2.2    | 1.8    | 22.0  | SAFE      
19:27:11   | 127        | 50.6     | 1.2    | 1.7    | 9.0   | SAFE      
19:27:11   | 119        | 50.0     | 2.0    | 1.6    | 0.0   | SAFE      
19:27:11   | 75         | 41.4     | 1.1    | 2.0    | 25.0  | SAFE      
19:27:11   | 4          | 75.0     | 4.3    | 3.6    | 54.0  | MODERATE  
19:26:13   | 938        | 57.7     | 2.8    | 1.9    | 28.0  | SAFE      
19:26:13   | 880        | 70.3     | 5.5    | 4.8    | 61.0  | MODERATE  
19:26:13   | 840        | 107.3    | 8.8    | 7.9    | 77.0  | AGGRESSIVE
19:26:13   | 821        | 48.9     | 2.9    | 1.9    | 9.0   | SAFE      
19:26:13   | 808        | 40.2     | 2.7    | 1.7    | 9.0   | SAFE      
19:26:13   | 799        | 113.9    | 9.0    | 9.2    | 87.0  | AGGRESSIVE
19:26:13   | 764        | 51.6     | 2.2    | 1.7    | 15.0  | SAFE      
19:26:13   | 728        | 69.0     | 5.3    | 5.3    | 32.0  | MODERATE  
19:26:13   | 712        | 41.2     | 1.4    | 2.6    | 10.0  | SAFE      
19:26:13   | 704        | 56.0     | 2.7    | 2.3    | 13.0  | SAFE      
19:26:12   | 696        | 71.2     | 4.8    | 3.4    | 58.0  | MODERATE  
19:26:12   | 679        | 47.6     | 2.3    | 2.8    | 0.0   | SAFE      
19:26:12   | 678        | 48.3     | 2.4    | 3.0    | 18.0  | SAFE      
19:26:12   | 601        | 46.1     | 2.7    | 2.2    | 17.0  | SAFE      
19:26:12   | 537        | 59.3     | 2.1    | 2.9    | 8.0   | SAFE      
19:26:12   | 523        | 52.2     | 1.7    | 2.8    | 1.0   | SAFE      
19:26:12   | 438        | 40.2     | 1.9    | 3.0    | 30.0  | SAFE      
19:26:12   | 432        | 57.7     | 2.7    | 2.7    | 16.0  | SAFE      
19:26:12   | 394        | 42.9     | 1.5    | 2.8    | 14.0  | SAFE      
19:26:12   | 390        | 57.7     | 1.7    | 1.6    | 25.0  | SAFE      
19:26:12   | 382        | 42.3     | 1.4    | 2.4    | 19.0  | SAFE      
19:26:12   | 181        | 58.7     | 1.6    | 1.2    | 8.0   | SAFE      
19:26:12   | 155        | 50.6     | 2.1    | 1.6    | 5.0   | SAFE      
19:26:11   | 107        | 56.6     | 2.5    | 2.7    | 0.0   | SAFE      
19:26:11   | 66         | 78.7     | 3.7    | 3.9    | 34.0  | MODERATE  
19:26:11   | 55         | 45.5     | 2.6    | 1.2    | 9.0   | SAFE      
19:25:13   | 994        | 46.1     | 2.9    | 1.4    | 7.0   | SAFE      
19:25:13   | 968        | 57.0     | 1.7    | 1.7    | 19.0  | SAFE      
19:25:13   | 958        | 62.4     | 5.3    | 3.7    | 64.0  | MODERATE  
19:25:13   | 955        | 59.3     | 3.0    | 1.4    | 8.0   | SAFE      
19:25:13   | 887        | 54.5     | 1.3    | 2.5    | 15.0  | SAFE      
19:25:13   | 867        | 42.9     | 1.9    | 2.9    | 29.0  | SAFE      
19:25:13   | 757        | 71.1     | 3.6    | 3.6    | 62.0  | MODERATE  
19:25:13   | 732        | 112.7    | 6.6    | 8.5    | 86.0  | AGGRESSIVE
19:25:13   | 712        | 43.8     | 1.4    | 2.6    | 4.0   | SAFE      
19:25:12   | 673        | 55.7     | 2.3    | 1.3    | 18.0  | SAFE      
19:25:12   | 635        | 41.5     | 1.4    | 1.7    | 19.0  | SAFE      
19:25:12   | 628        | 43.7     | 2.5    | 2.8    | 8.0   | SAFE      
19:25:12   | 577        | 41.4     | 1.6    | 1.4    | 1.0   | SAFE      
19:25:12   | 534        | 55.1     | 1.1    | 1.6    | 13.0  | SAFE      
19:25:12   | 511        | 77.5     | 4.6    | 3.7    | 32.0  | MODERATE  
19:25:12   | 492        | 101.2    | 9.8    | 9.4    | 84.0  | AGGRESSIVE
19:25:12   | 431        | 45.2     | 1.2    | 2.9    | 12.0  | SAFE      
19:25:12   | 409        | 60.0     | 1.9    | 2.4    | 4.0   | SAFE      
19:25:12   | 385        | 62.8     | 4.0    | 3.1    | 53.0  | MODERATE  
19:25:12   | 342        | 52.0     | 1.3    | 2.8    | 28.0  | SAFE      
19:25:12   | 328        | 45.1     | 2.0    | 2.0    | 0.0   | SAFE      
19:25:12   | 293        | 42.3     | 2.0    | 2.2    | 3.0   | SAFE      
19:25:12   | 291        | 116.6    | 8.2    | 8.4    | 98.0  | AGGRESSIVE
19:25:12   | 268        | 66.0     | 4.9    | 3.5    | 52.0  | MODERATE  
19:25:12   | 255        | 52.3     | 1.1    | 2.5    | 26.0  | SAFE      
19:25:12   | 245        | 40.7     | 2.3    | 1.7    | 9.0   | SAFE      
19:25:11   | 90         | 72.6     | 3.6    | 3.6    | 56.0  | MODERATE  
19:25:11   | 35         | 72.0     | 4.3    | 4.2    | 66.0  | MODERATE  
19:25:11   | 13         | 80.1     | 7.8    | 6.3    | 77.0  | AGGRESSIVE
19:25:11   | 6          | 90.9     | 7.2    | 6.9    | 83.0  | AGGRESSIVE
19:24:13   | 993        | 50.8     | 2.4    | 2.8    | 29.0  | SAFE      
19:24:13   | 984        | 82.1     | 8.1    | 9.1    | 88.0  | AGGRESSIVE
19:24:13   | 963        | 58.0     | 2.5    | 1.0    | 1.0   | SAFE      
19:24:13   | 842        | 83.4     | 7.2    | 7.3    | 84.0  | AGGRESSIVE
19:24:12   | 690        | 51.0     | 2.0    | 2.9    | 26.0  | SAFE      
19:24:12   | 664        | 51.1     | 1.2    | 1.2    | 27.0  | SAFE      
19:24:12   | 638        | 57.3     | 2.1    | 1.5    | 1.0   | SAFE      
19:24:12   | 636        | 55.9     | 1.8    | 2.4    | 8.0   | SAFE      
19:24:12   | 491        | 45.1     | 1.7    | 1.4    | 12.0  | SAFE      
19:24:12   | 457        | 74.2     | 3.6    | 4.9    | 60.0  | MODERATE  
19:24:12   | 417        | 51.1     | 2.7    | 1.8    | 27.0  | SAFE      
19:24:12   | 335        | 73.6     | 3.5    | 3.8    | 55.0  | MODERATE  
19:24:12   | 323        | 56.6     | 1.3    | 1.4    | 10.0  | SAFE      
19:24:12   | 315        | 66.7     | 3.1    | 4.4    | 31.0  | MODERATE  
19:24:12   | 299        | 84.4     | 7.3    | 8.2    | 77.0  | AGGRESSIVE
19:24:12   | 257        | 98.1     | 6.1    | 8.3    | 73.0  | AGGRESSIVE
19:24:11   | 98         | 52.1     | 2.8    | 1.9    | 18.0  | SAFE      
19:24:11   | 60         | 60.9     | 4.0    | 3.3    | 53.0  | MODERATE  
19:23:13   | 916        | 68.3     | 4.3    | 5.3    | 31.0  | MODERATE  
19:23:13   | 889        | 68.7     | 3.6    | 4.2    | 41.0  | MODERATE  
19:23:13   | 885        | 45.3     | 2.8    | 2.1    | 2.0   | SAFE      
19:23:13   | 819        | 61.2     | 5.6    | 4.5    | 42.0  | MODERATE  
19:23:13   | 726        | 71.4     | 5.5    | 5.6    | 68.0  | MODERATE  
19:23:12   | 699        | 48.0     | 2.4    | 2.4    | 25.0  | SAFE      
19:23:12   | 675        | 51.2     | 3.0    | 2.4    | 15.0  | SAFE      
19:23:12   | 663        | 41.7     | 1.1    | 1.6    | 28.0  | SAFE      
19:23:12   | 649        | 71.4     | 5.4    | 5.4    | 67.0  | MODERATE  
19:23:12   | 603        | 44.8     | 2.5    | 1.6    | 13.0  | SAFE      
19:23:12   | 563        | 66.5     | 5.0    | 5.2    | 33.0  | MODERATE  
19:23:12   | 562        | 59.7     | 1.6    | 2.4    | 19.0  | SAFE      
19:23:12   | 477        | 80.1     | 9.8    | 6.1    | 97.0  | AGGRESSIVE
19:23:12   | 444        | 116.4    | 6.5    | 6.3    | 84.0  | AGGRESSIVE
19:23:12   | 399        | 53.8     | 2.7    | 1.6    | 12.0  | SAFE      
19:23:12   | 359        | 42.4     | 1.6    | 1.9    | 5.0   | SAFE      
19:23:12   | 341        | 78.2     | 5.9    | 3.0    | 70.0  | MODERATE  
19:23:12   | 336        | 50.1     | 2.5    | 2.3    | 22.0  | SAFE      
19:23:12   | 296        | 41.8     | 2.5    | 2.0    | 13.0  | SAFE      
19:23:12   | 258        | 70.6     | 3.5    | 4.9    | 60.0  | MODERATE  
19:23:12   | 224        | 49.3     | 1.6    | 2.3    | 22.0  | SAFE      
19:23:12   | 182        | 56.4     | 1.6    | 2.6    | 29.0  | SAFE      
19:23:11   | 109        | 103.5    | 9.4    | 7.4    | 99.0  | AGGRESSIVE
19:23:11   | 104        | 90.1     | 6.6    | 9.1    | 95.0  | AGGRESSIVE
19:23:11   | 62         | 65.3     | 5.2    | 5.2    | 66.0  | MODERATE  
19:23:11   | 10         | 48.2     | 1.2    | 1.7    | 16.0  | SAFE      
19:22:13   | 866        | 41.8     | 2.6    | 1.1    | 21.0  | SAFE      
19:22:13   | 725        | 55.5     | 1.3    | 2.2    | 3.0   | SAFE      
19:22:13   | 720        | 50.2     | 2.4    | 2.1    | 7.0   | SAFE      
19:22:13   | 717        | 62.7     | 5.2    | 3.5    | 39.0  | MODERATE  
19:22:13   | 707        | 54.0     | 1.8    | 1.6    | 10.0  | SAFE      
19:22:12   | 655        | 87.5     | 8.3    | 6.2    | 82.0  | AGGRESSIVE
19:22:12   | 639        | 53.2     | 2.0    | 2.4    | 1.0   | SAFE      
19:22:12   | 595        | 48.1     | 1.7    | 1.3    | 17.0  | SAFE      
19:22:12   | 585        | 50.9     | 1.9    | 1.1    | 14.0  | SAFE      
19:22:12   | 580        | 44.4     | 2.8    | 1.4    | 25.0  | SAFE      
19:22:12   | 576        | 90.4     | 9.3    | 7.7    | 81.0  | AGGRESSIVE
19:22:12   | 559        | 104.6    | 7.5    | 6.0    | 75.0  | AGGRESSIVE
19:22:12   | 529        | 46.1     | 1.9    | 2.7    | 27.0  | SAFE      
19:22:12   | 518        | 53.1     | 2.7    | 2.5    | 8.0   | SAFE      
19:22:12   | 517        | 109.3    | 6.2    | 8.5    | 93.0  | AGGRESSIVE
19:22:12   | 440        | 55.2     | 1.4    | 2.6    | 26.0  | SAFE      
19:22:12   | 440        | 65.0     | 5.1    | 4.5    | 48.0  | MODERATE  
19:22:12   | 422        | 51.2     | 1.6    | 1.5    | 15.0  | SAFE      
19:22:12   | 361        | 52.9     | 1.8    | 2.7    | 27.0  | SAFE      
19:22:12   | 298        | 95.2     | 6.9    | 6.8    | 77.0  | AGGRESSIVE
19:22:12   | 280        | 41.6     | 2.9    | 2.7    | 9.0   | SAFE      
19:22:12   | 252        | 94.6     | 6.4    | 7.9    | 82.0  | AGGRESSIVE
19:22:12   | 218        | 52.5     | 2.0    | 2.7    | 7.0   | SAFE      
19:22:12   | 218        | 49.0     | 1.5    | 2.0    | 4.0   | SAFE      
19:22:12   | 173        | 64.8     | 4.9    | 5.9    | 66.0  | MODERATE  
19:22:11   | 128        | 58.3     | 2.8    | 1.0    | 4.0   | SAFE      
19:22:11   | 124        | 40.3     | 2.8    | 2.7    | 23.0  | SAFE      
19:22:11   | 123        | 67.6     | 3.6    | 5.7    | 60.0  | MODERATE  
19:22:11   | 117        | 50.2     | 1.9    | 2.7    | 10.0  | SAFE      
19:22:11   | 116        | 53.0     | 1.6    | 2.0    | 12.0  | SAFE      
19:22:11   | 80         | 43.6     | 1.1    | 2.7    | 18.0  | SAFE      
19:22:11   | 55         | 59.6     | 3.0    | 2.9    | 13.0  | SAFE      
19:22:11   | 22         | 68.1     | 4.1    | 3.5    | 56.0  | MODERATE  
19:21:13   | 973        | 42.4     | 1.6    | 2.2    | 11.0  | SAFE      
19:21:13   | 946        | 47.4     | 2.9    | 2.7    | 26.0  | SAFE      
19:21:13   | 933        | 57.8     | 1.7    | 1.5    | 0.0   | SAFE      
19:21:13   | 890        | 57.0     | 1.5    | 1.4    | 17.0  | SAFE      
19:21:13   | 860        | 58.8     | 2.8    | 1.7    | 21.0  | SAFE      
19:21:13   | 859        | 41.4     | 1.8    | 2.7    | 9.0   | SAFE      
19:21:13   | 792        | 63.3     | 4.0    | 3.5    | 48.0  | MODERATE  
19:21:13   | 781        | 65.0     | 4.8    | 4.9    | 59.0  | MODERATE  
19:21:13   | 729        | 40.9     | 2.1    | 2.3    | 20.0  | SAFE      
19:21:13   | 725        | 64.4     | 5.1    | 5.5    | 56.0  | MODERATE  
19:21:13   | 724        | 50.6     | 2.9    | 1.3    | 7.0   | SAFE      
19:21:13   | 707        | 77.2     | 4.9    | 5.0    | 42.0  | MODERATE  
19:21:12   | 688        | 56.9     | 1.2    | 2.4    | 2.0   | SAFE      
19:21:12   | 654        | 109.3    | 8.0    | 9.0    | 93.0  | AGGRESSIVE
19:21:12   | 597        | 45.2     | 2.8    | 2.0    | 15.0  | SAFE      
19:21:12   | 538        | 53.0     | 1.7    | 2.8    | 10.0  | SAFE      
19:21:12   | 513        | 43.7     | 2.3    | 2.8    | 5.0   | SAFE      
19:21:12   | 459        | 91.1     | 8.0    | 7.6    | 83.0  | AGGRESSIVE
19:21:12   | 455        | 41.7     | 2.5    | 3.0    | 23.0  | SAFE      
19:21:12   | 400        | 52.3     | 2.4    | 2.1    | 8.0   | SAFE      
19:21:12   | 318        | 49.0     | 1.4    | 2.9    | 26.0  | SAFE      
19:21:12   | 311        | 58.9     | 1.8    | 2.0    | 26.0  | SAFE      
19:21:12   | 292        | 43.5     | 2.3    | 1.6    | 14.0  | SAFE      
19:21:12   | 279        | 115.5    | 8.9    | 7.9    | 76.0  | AGGRESSIVE
19:21:12   | 267        | 46.6     | 2.1    | 1.7    | 21.0  | SAFE      
19:21:12   | 216        | 59.7     | 1.1    | 2.1    | 22.0  | SAFE      
19:21:12   | 162        | 87.9     | 9.7    | 6.5    | 79.0  | AGGRESSIVE
19:21:11   | 133        | 63.3     | 5.3    | 5.8    | 51.0  | MODERATE  
19:21:11   | 115        | 66.9     | 3.8    | 3.0    | 37.0  | MODERATE  
19:21:11   | 114        | 114.7    | 9.3    | 6.3    | 76.0  | AGGRESSIVE
19:21:11   | 106        | 79.6     | 5.3    | 5.1    | 46.0  | MODERATE  
19:21:11   | 59         | 114.8    | 6.2    | 9.6    | 99.0  | AGGRESSIVE
19:21:11   | 38         | 57.2     | 2.9    | 1.8    | 8.0   | SAFE      
19:21:11   | 28         | 45.7     | 1.8    | 2.8    | 12.0  | SAFE      
19:21:11   | 16         | 60.0     | 2.9    | 1.5    | 4.0   | SAFE      
19:21:11   | 2          | 40.5     | 2.9    | 2.7    | 26.0  | SAFE      
19:20:13   | 971        | 52.6     | 1.4    | 1.8    | 10.0  | SAFE      
19:20:13   | 923        | 84.7     | 6.4    | 9.5    | 75.0  | AGGRESSIVE
19:20:13   | 917        | 48.5     | 2.0    | 1.9    | 25.0  | SAFE      
19:20:13   | 908        | 55.2     | 2.4    | 2.7    | 10.0  | SAFE      
19:20:13   | 906        | 55.7     | 2.4    | 2.8    | 14.0  | SAFE      
19:20:13   | 877        | 56.2     | 1.8    | 2.4    | 26.0  | SAFE      
19:20:13   | 834        | 54.8     | 2.9    | 1.1    | 9.0   | SAFE      
19:20:13   | 807        | 63.8     | 3.8    | 4.1    | 57.0  | MODERATE  
19:20:13   | 784        | 58.3     | 1.2    | 2.4    | 20.0  | SAFE      
19:20:13   | 768        | 53.0     | 2.0    | 2.1    | 20.0  | SAFE      
19:20:13   | 746        | 44.0     | 2.3    | 2.3    | 26.0  | SAFE      
19:20:13   | 731        | 51.2     | 2.8    | 1.2    | 9.0   | SAFE      
19:20:12   | 682        | 69.7     | 5.3    | 3.5    | 70.0  | MODERATE  
19:20:12   | 681        | 44.9     | 2.2    | 1.0    | 15.0  | SAFE      
19:20:12   | 674        | 43.1     | 2.2    | 2.6    | 30.0  | SAFE      
19:20:12   | 651        | 88.3     | 6.6    | 8.5    | 79.0  | AGGRESSIVE
19:20:12   | 647        | 51.8     | 2.5    | 2.9    | 3.0   | SAFE      
19:20:12   | 627        | 115.7    | 7.1    | 8.0    | 74.0  | AGGRESSIVE
19:20:12   | 624        | 60.8     | 4.6    | 5.8    | 34.0  | MODERATE  
19:20:12   | 613        | 45.9     | 2.6    | 2.3    | 13.0  | SAFE      
19:20:12   | 601        | 71.0     | 4.0    | 4.8    | 44.0  | MODERATE  
19:20:12   | 596        | 61.0     | 4.8    | 3.4    | 54.0  | MODERATE  
19:20:12   | 550        | 55.3     | 1.5    | 2.6    | 25.0  | SAFE      
19:20:12   | 496        | 41.7     | 2.9    | 1.3    | 9.0   | SAFE      
19:20:12   | 469        | 45.2     | 1.2    | 2.8    | 19.0  | SAFE      
19:20:12   | 438        | 43.4     | 1.9    | 2.2    | 18.0  | SAFE      
19:20:12   | 429        | 76.9     | 5.6    | 3.1    | 44.0  | MODERATE  
19:20:12   | 382        | 44.9     | 2.5    | 1.0    | 6.0   | SAFE      
19:20:12   | 349        | 41.2     | 2.1    | 2.0    | 25.0  | SAFE      
19:20:12   | 182        | 55.0     | 2.3    | 2.4    | 18.0  | SAFE      
19:20:11   | 140        | 54.2     | 2.0    | 2.1    | 29.0  | SAFE      
19:20:11   | 118        | 53.6     | 1.6    | 1.2    | 10.0  | SAFE      
19:20:11   | 115        | 60.7     | 5.4    | 4.5    | 34.0  | MODERATE  
19:20:11   | 90         | 49.0     | 2.6    | 1.2    | 25.0  | SAFE      
19:20:11   | 42         | 46.9     | 1.9    | 1.0    | 22.0  | SAFE      
19:20:11   | 18         | 64.1     | 3.2    | 4.5    | 36.0  | MODERATE  
